satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,employee_id
0.98,0.79,5,257,4,0,0,0,technical,medium,62279
0.59,0.72,4,168,4,0,0,0,management,medium,55714
0.61,0.67,4,151,3,0,0,0,IT,high,57739
0.78,0.7,4,139,3,0,0,0,IT,low,62288
0.55,0.93,5,196,3,0,0,0,IT,medium,62289
0.2,0.97,4,237,5,0,0,0,IT,medium,62299
0.79,0.44,2,236,3,0,0,0,IT,medium,62300
0.52,0.98,4,265,3,0,0,0,product_mng,medium,62315
0.97,0.52,4,207,3,0,0,0,product_mng,low,62325
0.63,0.94,4,219,3,0,0,0,product_mng,low,62326
0.85,0.99,3,208,2,0,0,0,product_mng,low,62331
0.59,0.74,3,240,3,0,0,0,IT,low,62332
0.64,0.6,3,135,3,0,0,0,RandD,low,62352
0.8,0.67,3,236,3,1,0,0,RandD,low,62356
0.61,0.75,3,140,3,0,0,0,RandD,low,59555
0.87,0.61,3,162,2,0,0,0,RandD,low,62397
0.75,0.59,3,117,3,1,0,0,RandD,medium,62372
0.96,0.51,4,225,3,0,0,0,marketing,medium,62376
0.75,0.92,3,211,3,0,0,0,sales,medium,62379
0.19,0.58,4,173,5,0,0,0,accounting,medium,62383
0.52,0.97,4,170,3,0,0,0,support,medium,63186
0.6,0.6,3,242,3,0,0,0,technical,medium,62386
0.9,0.81,4,175,3,0,0,0,management,medium,63607
0.89,0.92,3,195,2,0,0,0,marketing,medium,62388
0.54,0.93,4,184,2,1,0,0,marketing,medium,62389
0.99,0.55,3,170,3,0,0,0,marketing,medium,62390
0.66,0.56,4,185,3,0,0,0,sales,medium,62392
0.92,0.64,4,259,2,0,0,0,sales,medium,66300
0.19,0.72,4,102,3,0,0,0,sales,medium,62399
0.39,0.37,5,156,4,0,0,0,sales,medium,62400
0.41,0.68,3,191,4,0,0,0,sales,medium,62418
0.6,0.49,3,239,2,0,0,0,sales,medium,62422
0.95,0.54,4,235,4,0,0,0,sales,medium,62425
0.51,0.87,2,130,4,0,0,0,sales,medium,62428
0.54,0.74,2,166,3,0,0,0,sales,medium,62433
0.16,0.54,5,206,5,0,0,0,sales,medium,62435
0.98,0.77,3,191,2,0,0,0,sales,medium,62438
0.65,0.75,3,214,3,0,0,0,sales,medium,62444
0.38,0.5,3,196,3,0,0,0,sales,medium,62457
0.95,0.71,4,151,4,0,0,0,sales,medium,62467
0.6,0.62,5,165,2,0,0,0,sales,medium,62469
0.78,0.91,3,177,2,0,0,0,sales,high,62473
0.19,0.63,6,241,6,0,0,0,sales,high,62475
0.56,0.99,4,230,3,0,0,0,sales,high,62482
0.21,0.71,4,270,2,0,0,0,sales,high,62502
0.83,0.71,3,234,4,0,0,0,accounting,high,62527
0.5,0.64,3,257,2,1,0,0,accounting,high,62544
0.74,0.87,5,264,3,0,0,0,accounting,high,62547
0.75,0.83,4,133,4,0,0,0,hr,high,62552
0.85,0.66,4,155,4,0,0,0,hr,high,62577
0.93,0.59,3,202,2,0,0,0,hr,high,62578
0.76,0.7,3,136,2,0,0,0,hr,high,62579
0.91,0.78,3,269,3,1,0,0,technical,high,62581
0.22,0.54,6,169,4,0,0,0,technical,low,62585
0.78,0.52,5,192,3,1,0,0,technical,low,62587
0.53,0.8,4,241,3,1,0,0,technical,low,62594
0.58,0.69,4,165,3,0,0,0,technical,low,62595
0.99,0.81,3,183,2,0,0,0,technical,low,62608
0.62,0.64,4,163,3,0,0,0,technical,low,62612
0.59,0.69,3,162,3,0,0,0,technical,low,62622
0.13,0.76,5,219,4,0,0,0,technical,low,62626
0.19,0.63,4,278,6,0,0,0,technical,low,62639
0.94,0.99,2,273,4,0,0,0,technical,low,62640
0.53,0.96,4,272,2,0,0,0,support,low,62647
0.96,0.85,5,168,2,0,0,0,support,low,67183
0.62,0.87,4,221,3,1,0,0,support,low,62664
0.81,0.86,4,213,3,0,0,0,support,low,62678
0.63,0.78,4,275,3,0,0,0,support,low,62691
0.92,0.68,5,177,4,0,0,0,support,medium,62716
0.83,0.74,4,249,2,0,0,0,support,medium,62719
0.49,0.37,5,246,3,0,0,0,support,medium,62724
0.8,0.66,4,223,3,0,0,0,support,medium,62726
0.54,0.76,4,244,2,0,0,0,support,medium,62727
0.37,0.72,3,169,2,1,0,0,support,medium,62734
0.93,0.56,5,140,3,0,0,0,technical,medium,62735
0.88,0.99,5,253,2,0,0,0,technical,medium,62736
0.79,0.87,3,194,2,0,0,0,technical,medium,62740
0.65,0.88,4,173,3,0,0,0,management,medium,62743
0.72,0.7,4,172,3,0,0,0,IT,medium,62749
0.58,0.49,3,167,3,0,0,0,IT,medium,62750
0.37,0.51,2,153,3,0,0,0,IT,high,62755
0.87,0.97,4,243,3,0,0,0,IT,high,62760
0.63,0.72,6,163,4,0,0,0,IT,high,62766
0.72,0.79,3,221,3,0,0,0,product_mng,high,67894
0.36,0.55,3,191,3,0,0,0,product_mng,high,62778
0.96,0.7,4,272,3,0,0,0,product_mng,high,62781
0.52,0.37,2,118,2,0,0,0,product_mng,high,62792
0.16,0.83,5,173,4,0,0,0,IT,high,62803
0.63,0.55,4,200,3,1,0,0,RandD,low,68979
0.92,0.76,5,132,3,1,0,0,RandD,low,62808
0.82,0.49,4,180,2,0,0,0,RandD,low,62811
0.18,0.54,4,145,5,0,0,0,RandD,low,62815
0.73,0.48,4,139,2,0,0,0,RandD,low,62818
0.44,0.61,5,230,6,0,0,0,marketing,low,62824
0.73,0.62,4,247,4,0,0,0,sales,low,62829
0.62,0.95,4,140,2,0,0,0,accounting,low,62834
0.94,0.8,4,266,3,1,0,0,support,medium,62841
0.76,0.74,4,261,3,0,0,0,technical,medium,62843
0.89,0.49,4,275,3,0,0,0,management,medium,69645
0.9,0.88,5,254,2,0,0,0,marketing,medium,62856
1,0.93,5,231,2,0,0,0,marketing,medium,62860
0.71,0.9,3,138,3,0,0,0,marketing,medium,62862
0.73,0.97,4,163,3,0,0,0,sales,medium,62867
0.97,0.9,5,262,3,0,0,0,sales,medium,62874
0.6,0.59,4,201,3,0,0,0,sales,medium,62875
0.82,0.67,3,229,3,0,0,0,sales,medium,69801
0.95,0.48,4,228,2,0,0,0,sales,medium,62891
0.88,0.65,5,228,3,0,0,0,sales,medium,62897
0.79,0.49,3,273,3,0,0,0,sales,medium,62903
0.52,0.96,4,171,2,0,0,0,sales,medium,62907
0.22,0.61,3,148,5,0,0,0,sales,medium,62912
0.59,0.96,5,211,3,0,0,0,sales,medium,70275
0.84,0.64,2,211,3,0,0,0,sales,medium,62920
0.54,0.41,3,175,3,0,0,0,sales,medium,62925
1,0.86,4,245,4,0,0,0,sales,medium,62928
0.93,0.59,3,273,2,1,0,0,sales,medium,62930
0.96,0.55,3,225,4,1,0,0,sales,medium,62936
0.56,0.41,5,152,3,0,0,0,sales,medium,62938
0.49,0.66,5,194,3,0,0,0,sales,medium,62940
0.89,0.51,4,185,3,1,0,0,sales,high,62945
0.57,0.91,3,193,2,0,0,0,sales,low,62951
0.96,0.64,3,166,2,0,0,0,accounting,medium,62959
0.65,0.89,5,223,3,1,0,0,accounting,medium,70698
0.14,0.66,5,281,4,1,0,0,accounting,medium,62970
0.64,0.49,3,241,3,0,0,0,hr,medium,62978
0.98,0.91,3,165,2,1,0,0,hr,medium,62981
0.71,0.59,4,143,2,0,0,0,hr,medium,62983
0.96,0.49,5,137,3,0,0,0,hr,medium,62989
0.9,0.57,4,185,3,1,0,0,technical,medium,62990
0.52,0.96,3,271,3,1,0,0,technical,medium,62993
0.78,0.98,4,207,2,1,0,0,technical,medium,62996
0.62,0.69,4,184,3,0,0,0,technical,low,62999
0.6,0.8,4,253,2,0,0,0,technical,low,63003
0.82,0.62,3,152,6,0,0,0,technical,low,63012
0.52,0.55,3,225,2,0,0,0,technical,low,63013
0.13,0.84,5,189,5,0,0,0,technical,low,63025
0.97,0.93,3,153,2,0,0,0,technical,low,71329
0.63,0.9,4,245,3,0,0,0,technical,low,63046
0.68,0.78,5,233,3,0,0,0,technical,high,63048
0.74,0.83,4,210,3,0,0,0,support,low,63052
0.89,0.57,4,176,4,0,0,0,support,high,63056
0.28,0.95,5,191,3,0,0,0,support,high,63059
0.61,0.9,3,224,3,0,0,0,support,low,63061
0.67,0.49,3,185,3,0,0,0,support,low,63067
0.86,0.64,3,245,4,0,0,0,support,high,63072
0.87,0.93,3,173,2,0,0,0,support,low,63077
0.7,0.95,4,231,3,0,0,0,support,medium,63085
0.68,0.84,3,270,3,0,0,0,support,high,71955
0.69,0.75,5,196,3,0,0,0,support,medium,63097
0.97,0.83,3,238,2,0,0,0,support,medium,63099
0.62,0.89,4,261,2,0,0,0,technical,medium,63101
0.55,0.87,3,201,2,0,0,0,technical,medium,63108
0.61,0.73,3,252,3,0,0,0,technical,high,63111
0.15,0.81,3,191,5,0,0,0,management,medium,63119
0.84,0.86,3,199,3,0,0,0,IT,medium,63120
0.87,0.64,5,234,2,1,0,0,IT,medium,63132
0.93,0.86,4,192,4,0,0,0,IT,high,63133
0.14,0.73,6,237,5,0,0,0,IT,medium,63137
0.96,0.7,3,207,3,0,0,0,IT,high,63138
0.41,0.63,2,145,2,0,0,0,product_mng,low,63139
0.84,0.96,6,155,5,0,0,0,product_mng,medium,63142
0.94,0.69,5,145,2,0,0,0,product_mng,medium,73419
0.6,0.86,6,247,6,0,0,0,product_mng,medium,63157
0.7,0.73,4,182,3,0,0,0,IT,medium,63164
0.29,0.91,4,183,4,0,0,0,RandD,low,63169
0.31,0.51,2,146,3,0,0,0,RandD,low,63180
0.73,0.99,3,241,3,0,0,0,RandD,low,63184
0.51,0.52,5,261,3,1,0,0,RandD,low,73556
0.58,0.77,4,140,3,0,0,0,RandD,low,63187
0.59,0.97,3,257,3,0,0,0,marketing,low,63193
0.95,0.9,3,186,2,0,0,0,marketing,low,63195
0.84,0.93,3,159,3,0,0,0,sales,low,63196
0.28,0.37,3,164,4,1,0,0,accounting,low,63203
0.94,0.52,4,217,6,1,0,0,support,low,63217
0.49,0.59,4,137,4,0,0,0,technical,high,63220
0.72,0.5,4,164,2,1,0,0,management,low,63223
0.19,0.85,5,249,3,0,0,0,marketing,low,63227
0.83,0.95,3,264,2,0,0,0,marketing,low,63232
0.79,0.92,4,208,2,1,0,0,marketing,low,63250
0.72,0.61,3,175,3,0,0,0,sales,high,63258
0.97,0.74,4,209,2,0,0,0,sales,low,63261
0.92,0.83,4,268,4,0,0,0,sales,low,63268
0.95,0.53,3,264,3,0,0,0,sales,low,63273
0.76,0.64,4,234,2,0,0,0,sales,high,63274
0.24,0.62,5,199,4,0,0,0,sales,low,63278
0.89,0.99,4,205,2,0,0,1,sales,medium,63288
0.69,0.63,5,140,4,0,0,1,sales,high,63291
0.92,0.98,3,257,3,0,0,1,sales,medium,63294
0.79,0.61,4,227,2,0,0,1,sales,high,63306
0.87,0.94,4,189,3,0,0,1,sales,medium,63308
0.89,0.88,5,241,2,1,0,0,sales,medium,63319
0.75,0.77,5,199,4,0,0,0,sales,medium,63323
0.78,0.6,4,206,3,0,0,0,sales,medium,63324
0.13,0.62,5,268,3,0,0,0,sales,medium,63328
0.94,0.86,3,221,3,1,0,0,sales,medium,63336
0.94,0.88,4,262,2,0,0,0,sales,medium,73562
0.67,0.6,5,253,6,0,0,0,sales,medium,63357
0.6,0.73,5,241,3,0,0,0,sales,high,73569
0.62,0.94,4,252,4,0,0,0,accounting,low,63365
0.38,0.52,2,171,3,0,0,0,accounting,medium,63369
0.8,0.77,4,194,3,0,0,0,accounting,medium,63374
0.61,0.42,3,104,2,0,0,0,hr,medium,63375
0.61,0.56,4,176,3,0,0,0,hr,medium,73771
0.66,0.8,4,192,3,0,0,0,hr,medium,63383
0.56,0.74,3,154,2,0,0,0,hr,medium,63390
1,0.55,4,186,4,1,0,0,technical,medium,74407
0.73,0.86,3,200,4,0,0,0,technical,medium,63406
0.6,0.66,4,132,4,0,0,0,technical,medium,63411
0.78,0.59,5,236,3,0,0,0,technical,high,63415
0.48,0.53,3,211,4,0,0,0,technical,low,63418
0.9,0.77,4,273,2,0,0,0,technical,low,63433
0.16,0.76,4,223,4,0,0,0,technical,low,63443
0.5,0.75,3,204,2,0,0,0,technical,high,63445
0.66,0.65,3,196,3,1,0,0,technical,low,63449
0.44,0.37,2,219,2,0,0,0,technical,low,63451
0.95,0.67,4,261,3,0,0,0,technical,low,74634
0.9,0.65,3,254,2,0,0,0,support,high,63459
0.27,0.48,4,185,2,0,0,0,support,low,78476
0.51,0.74,6,98,3,0,0,0,support,low,78509
0.68,0.76,3,260,4,0,0,0,support,low,63471
0.97,0.93,5,137,2,1,0,0,support,low,63475
0.91,0.75,4,159,3,1,0,0,support,low,63477
0.76,0.88,5,265,4,0,0,0,support,low,63478
0.88,0.61,4,177,4,1,0,0,support,low,63488
0.83,0.73,4,247,2,0,0,0,support,medium,63490
0.78,0.54,3,161,3,0,0,0,support,medium,63493
0.52,0.38,2,103,3,0,0,0,support,medium,63497
0.63,0.49,4,151,3,0,0,0,technical,medium,79360
0.9,0.74,3,193,3,0,0,0,technical,medium,63505
0.48,0.58,3,194,3,0,0,0,technical,medium,63508
0.7,0.6,5,208,3,0,0,0,management,medium,63520
0.68,0.66,4,229,3,0,0,0,IT,medium,63530
0.7,0.87,3,166,2,0,0,0,IT,medium,63535
0.77,0.5,3,141,3,0,0,0,IT,medium,63537
0.73,0.93,3,249,2,0,0,0,IT,medium,81499
0.87,0.48,4,264,3,0,0,0,IT,medium,63557
0.65,0.98,3,252,2,0,0,0,product_mng,high,63564
0.62,0.7,2,134,3,0,0,0,product_mng,low,63565
0.53,0.51,3,274,2,1,0,0,product_mng,medium,63572
0.59,0.39,5,200,4,0,0,0,product_mng,medium,63573
0.87,0.72,2,154,3,0,0,0,IT,medium,63574
0.47,0.53,3,111,4,0,0,0,RandD,medium,81777
0.96,0.81,3,247,3,0,0,0,RandD,low,63594
0.79,0.74,3,169,3,0,0,0,RandD,low,63600
0.84,0.6,3,250,3,1,0,0,RandD,low,63601
0.68,0.49,3,178,3,1,0,0,RandD,low,63604
0.86,0.66,4,251,3,0,0,0,RandD,low,81929
0.73,0.98,5,272,2,0,0,0,marketing,low,82583
0.9,0.67,2,229,4,0,0,0,sales,low,63612
0.63,0.64,3,180,3,0,0,0,accounting,low,63626
0.71,0.72,3,271,2,0,0,0,support,low,63634
0.71,0.68,5,226,3,0,0,0,technical,low,63640
0.95,0.62,4,150,2,0,0,0,management,low,63656
0.51,0.86,4,260,3,1,0,0,marketing,low,82628
0.77,0.91,4,161,3,0,0,0,marketing,low,83008
0.48,0.51,3,136,3,0,0,0,marketing,low,63670
0.93,0.91,2,238,2,1,0,0,sales,low,63672
0.83,0.86,4,98,4,0,0,0,sales,low,83036
0.61,0.73,5,156,4,0,0,0,sales,low,63684
0.97,0.89,4,248,2,0,0,0,sales,low,63704
0.5,0.81,3,170,2,0,0,0,sales,low,63705
0.84,0.54,3,245,3,0,0,0,sales,low,63717
0.58,0.38,4,203,5,0,0,0,sales,low,63719
0.59,0.72,3,182,3,0,0,0,sales,medium,63723
0.77,0.83,3,175,3,0,0,1,sales,medium,63734
0.78,0.4,4,145,5,1,0,1,sales,medium,63735
0.6,0.96,4,220,3,1,0,1,sales,medium,84967
0.53,0.77,4,259,2,1,0,1,sales,medium,63747
0.73,0.69,3,228,2,0,0,1,sales,medium,63748
0.76,0.94,3,189,3,0,0,0,sales,medium,63753
0.12,0.61,6,257,3,0,0,0,sales,medium,85391
0.2,0.98,3,180,6,0,0,0,sales,medium,86487
0.5,0.77,4,180,3,0,0,0,sales,medium,63781
0.79,0.65,5,215,2,1,0,0,sales,medium,63783
0.96,0.68,3,132,2,0,0,0,sales,medium,63798
0.26,0.69,5,213,2,0,0,0,accounting,high,63802
0.8,0.72,4,173,3,0,0,0,accounting,low,63803
0.43,0.71,3,186,2,0,0,0,accounting,medium,63812
0.87,0.71,4,157,2,0,0,0,hr,medium,63817
0.63,0.75,4,175,4,0,0,0,hr,medium,63818
0.58,0.48,3,135,3,1,0,0,hr,medium,63821
0.2,0.42,4,256,5,0,0,0,hr,low,63822
0.62,0.71,4,268,3,0,0,0,technical,low,63823
0.91,0.94,5,159,3,0,0,0,technical,low,63828
0.66,0.91,3,191,4,0,0,0,technical,low,63832
0.53,0.81,3,275,2,0,0,0,technical,low,63833
0.52,0.98,5,217,2,1,0,0,technical,low,63834
1,0.88,6,201,4,0,0,0,technical,low,86657
0.73,0.67,4,205,3,0,0,0,technical,low,63838
0.65,0.67,3,240,2,1,0,0,technical,low,63839
0.5,0.95,5,137,3,0,0,0,technical,low,63854
0.94,0.59,4,241,2,0,0,0,technical,low,63857
0.48,0.86,5,198,4,0,0,0,technical,low,63868
0.67,0.87,5,254,2,0,0,0,support,low,63869
0.73,0.94,4,262,3,0,0,0,support,low,63870
0.63,0.71,4,244,2,0,0,0,support,low,63877
0.84,0.84,4,266,3,0,0,0,support,low,63879
0.2,0.94,6,191,5,0,0,0,support,low,63880
0.76,0.57,3,148,3,1,0,0,support,low,63882
0.55,0.54,3,233,2,0,0,0,support,low,87162
0.8,0.55,4,178,2,1,0,0,support,low,87580
0.64,0.91,3,165,3,1,0,0,support,low,63911
0.59,0.97,5,179,6,0,0,0,support,medium,63912
0.92,0.98,3,149,3,0,0,0,support,medium,63914
0.75,0.76,3,269,2,1,0,0,technical,medium,63918
0.69,0.74,5,227,2,0,0,0,technical,medium,63931
0.82,0.93,3,247,3,0,0,0,technical,medium,63932
0.88,0.85,3,220,3,0,0,0,management,medium,63934
0.89,0.91,3,233,2,0,0,0,IT,medium,63936
1,0.79,5,171,5,0,0,0,IT,medium,63939
0.66,0.91,4,234,2,1,0,0,IT,medium,63940
0.76,0.92,3,176,2,0,0,0,IT,medium,88113
0.8,0.62,5,190,4,1,0,0,IT,medium,89662
0.58,0.86,4,168,2,0,0,0,product_mng,medium,63944
0.73,0.93,3,205,3,0,0,0,product_mng,high,63945
1,0.73,5,189,3,1,0,0,product_mng,low,63946
0.18,0.9,4,282,4,0,0,0,product_mng,medium,89671
0.47,0.46,2,152,2,0,0,0,IT,medium,63968
0.92,0.64,4,217,4,0,0,0,RandD,medium,90731
0.51,0.5,4,130,3,0,0,0,RandD,medium,63983
0.81,0.62,4,153,4,0,0,0,RandD,low,91076
0.52,0.57,3,270,3,0,0,0,RandD,low,63998
0.95,0.96,3,220,3,0,0,0,RandD,low,64004
0.93,0.64,4,253,3,0,0,0,RandD,low,64011
0.98,0.67,4,209,6,0,0,0,marketing,low,64020
0.79,0.79,4,231,2,0,0,0,sales,low,91291
0.99,0.73,4,240,4,0,0,0,accounting,low,64025
0.64,0.9,5,266,3,0,0,0,support,low,64035
0.54,0.44,3,153,2,0,0,0,technical,low,64048
0.79,0.59,4,187,2,0,0,0,management,low,64055
0.55,0.98,4,185,2,1,0,0,marketing,low,64062
0.18,0.81,4,147,4,0,0,0,marketing,low,64068
0.56,0.81,4,188,3,1,0,0,marketing,low,64085
0.92,0.67,2,252,2,0,0,0,sales,low,64093
0.99,0.75,4,163,2,0,0,0,sales,low,64103
0.77,0.85,4,189,2,0,0,0,sales,low,64105
0.49,0.52,3,156,2,0,0,0,sales,low,64114
0.98,0.58,3,183,3,0,0,0,sales,low,91458
0.18,0.54,6,209,5,1,0,0,sales,low,91812
0.8,0.82,4,271,4,0,0,0,sales,low,64138
0.81,0.77,5,251,2,0,0,0,sales,low,64140
0.13,0.61,5,198,5,0,0,0,sales,medium,64144
0.58,0.97,3,274,4,1,0,1,sales,medium,64148
0.75,0.63,4,209,3,0,0,1,sales,medium,64151
0.8,0.94,4,271,4,0,0,1,sales,medium,64154
0.78,0.6,4,143,2,0,0,1,sales,medium,64162
0.92,0.6,5,236,3,1,0,1,sales,medium,64165
0.85,0.98,5,222,3,0,0,1,sales,medium,64175
0.52,0.63,3,233,3,0,0,1,sales,medium,64179
0.95,0.84,3,270,3,1,0,1,sales,medium,93566
0.81,0.92,5,258,3,0,0,1,sales,medium,64198
0.16,0.82,6,202,4,1,0,1,sales,medium,64223
0.91,0.74,3,150,2,0,0,0,accounting,medium,95663
0.62,0.51,4,193,3,0,0,0,accounting,high,95776
0.24,0.42,5,210,5,0,0,0,accounting,low,64243
0.88,0.51,3,208,3,0,0,0,hr,medium,64250
0.94,0.73,3,196,3,0,0,0,hr,medium,64269
0.76,0.79,5,187,4,0,0,0,hr,medium,64280
0.49,0.67,3,140,2,0,0,0,hr,medium,97187
0.93,0.9,4,256,4,0,0,0,technical,low,98561
0.92,0.66,4,113,3,0,0,0,technical,low,64301
0.19,0.94,4,196,5,0,0,0,technical,low,64307
0.66,0.76,3,170,3,0,0,0,technical,low,64313
0.16,0.94,4,261,6,0,0,0,technical,low,64316
0.83,0.99,5,132,3,0,0,0,technical,low,64321
0.69,0.53,3,153,3,0,0,0,technical,low,64326
0.82,0.53,3,147,3,1,0,0,technical,low,64329
0.88,0.72,5,244,2,0,0,0,technical,low,99273
0.31,0.42,4,108,4,0,0,0,technical,low,64337
0.83,0.49,4,218,2,0,0,0,technical,low,64342
0.94,0.52,5,133,3,0,0,0,support,low,99733
0.65,0.79,5,233,3,0,0,0,support,low,64350
0.6,0.6,4,147,3,0,0,0,support,low,64353
0.52,0.43,3,176,3,0,0,0,support,low,2678
0.66,0.89,4,169,4,0,0,0,support,low,64365
0.87,0.87,4,144,3,0,0,0,support,low,64368
0.2,0.99,5,151,3,1,0,0,support,low,64369
0.63,0.91,4,252,3,1,0,0,support,medium,3600
0.69,0.98,4,180,3,0,0,0,support,medium,64380
0.48,0.61,3,251,3,0,0,0,support,medium,64381
0.8,0.8,4,263,4,0,0,0,support,medium,64382
0.89,0.74,5,260,6,0,0,0,technical,medium,64400
0.67,0.63,3,227,3,0,0,0,technical,medium,64402
0.37,0.86,6,260,3,0,0,0,technical,medium,64410
0.93,0.61,5,158,3,0,0,0,management,medium,5179
0.69,0.52,3,186,3,0,0,0,IT,medium,64420
0.16,0.61,4,171,6,0,0,0,IT,medium,64421
0.81,0.55,3,199,2,1,0,0,IT,medium,64424
0.97,0.63,5,258,2,0,0,0,IT,medium,6815
0.77,0.59,4,273,2,0,0,0,IT,high,64437
0.75,0.78,2,259,3,0,0,0,product_mng,low,64451
0.88,0.82,3,265,3,0,0,0,product_mng,medium,64471
0.43,0.51,5,168,4,0,0,0,product_mng,medium,64475
0.99,0.99,4,163,4,0,0,0,product_mng,medium,64488
0.59,0.65,5,265,3,0,0,0,IT,medium,64504
0.89,0.71,4,190,3,0,0,0,RandD,low,6859
0.54,0.73,3,157,3,0,0,0,RandD,low,64513
0.32,0.86,4,266,4,0,0,0,RandD,low,64516
0.17,0.55,6,240,6,0,0,0,RandD,low,64520
0.78,0.55,3,143,3,0,0,0,RandD,low,64526
0.73,0.68,3,121,5,0,0,0,RandD,low,64528
0.65,0.76,2,170,5,0,0,0,IT,low,7189
0.8,0.71,4,161,4,0,0,0,IT,low,7213
0.61,0.86,3,239,3,0,0,0,IT,low,7584
0.67,0.49,3,224,3,0,0,0,IT,low,64555
0.63,0.57,3,242,3,0,0,0,product_mng,low,64560
0.51,0.58,4,140,2,1,0,0,product_mng,low,64562
0.82,0.59,5,170,3,0,0,0,product_mng,low,64563
0.79,0.67,5,156,2,0,0,0,product_mng,low,64566
0.49,0.6,2,113,5,0,0,0,IT,low,64568
0.7,0.59,3,138,3,0,0,0,RandD,low,7682
0.13,0.5,3,137,5,0,0,0,RandD,low,64573
0.83,0.52,5,217,3,0,0,0,RandD,low,64577
0.83,0.91,3,155,3,0,0,0,RandD,low,64582
0.19,0.83,5,280,4,0,0,0,RandD,low,64584
0.8,0.81,5,248,2,1,0,0,RandD,low,64586
0.49,0.67,2,190,8,0,0,0,marketing,medium,8039
0.92,0.99,3,176,8,0,0,0,sales,medium,64591
0.81,0.55,4,217,8,0,0,0,accounting,medium,64595
0.62,0.91,3,269,8,0,0,0,support,medium,64601
0.21,0.7,3,238,8,0,0,0,technical,medium,64607
0.95,0.74,5,243,6,0,0,0,management,medium,64616
0.51,0.8,4,198,6,0,0,0,marketing,medium,64622
0.52,0.89,3,188,6,0,0,0,marketing,medium,9496
0.64,0.56,3,257,6,0,0,0,marketing,medium,64638
0.62,0.79,4,268,6,0,0,0,sales,medium,64639
0.73,0.88,5,233,4,1,0,0,sales,medium,64641
0.32,0.86,4,214,5,0,0,0,sales,medium,64652
0.78,0.96,2,285,3,0,0,0,sales,high,64655
0.65,0.91,4,224,2,1,0,0,sales,low,64656
0.56,0.92,4,224,3,0,0,0,sales,medium,64657
0.96,0.89,3,142,4,0,0,0,sales,medium,64658
0.79,0.82,4,220,3,0,0,0,sales,medium,64674
0.66,0.58,4,244,3,0,0,0,sales,medium,10389
0.67,0.68,4,171,3,0,0,0,sales,low,64680
0.86,0.82,4,274,2,1,0,0,sales,low,64686
0.57,0.72,4,214,2,1,0,0,sales,low,13558
0.86,0.87,5,171,2,0,0,0,sales,low,13627
0.52,0.59,5,150,2,0,0,0,sales,low,64698
0.73,0.61,4,260,2,1,0,0,sales,low,64699
0.78,0.63,5,259,3,0,0,0,sales,low,64702
0.95,0.63,3,153,2,0,0,0,sales,low,64723
0.75,0.61,3,263,3,0,0,0,sales,low,64732
0.83,0.52,2,149,2,1,0,0,sales,low,64742
0.48,1,4,261,3,0,0,0,accounting,low,64747
0.3,0.58,2,189,4,1,0,0,accounting,low,64749
0.72,0.85,5,237,4,0,0,0,accounting,low,64758
0.61,0.52,3,224,3,0,0,0,hr,low,64765
0.31,0.87,6,240,3,1,0,0,hr,low,64770
0.62,0.81,3,245,2,1,0,0,hr,low,13801
0.48,0.49,3,268,3,0,0,0,hr,low,13947
0.97,0.89,4,208,2,1,0,0,technical,low,64782
0.61,0.83,4,153,2,0,0,0,technical,low,64784
0.93,0.99,3,169,3,0,0,0,technical,low,64785
0.89,0.39,5,218,2,0,0,0,technical,low,64786
0.95,0.9,3,155,3,0,0,0,technical,medium,64793
0.36,0.44,5,155,3,0,0,0,technical,medium,64796
0.29,0.39,6,105,6,0,0,0,technical,medium,64808
0.65,0.83,4,251,2,0,0,0,technical,medium,64810
0.72,0.54,4,219,2,0,0,0,technical,medium,64821
0.51,0.56,4,198,2,1,0,0,technical,medium,64832
0.54,0.53,4,158,2,0,0,0,technical,medium,64834
0.66,0.58,3,157,2,0,0,0,support,medium,64837
0.59,0.54,4,178,2,0,0,0,support,medium,64843
0.45,0.48,3,145,2,0,0,0,support,medium,64844
0.15,0.91,5,230,3,0,0,0,support,medium,64846
0.95,0.53,3,174,3,0,0,0,support,medium,14735
0.49,0.59,5,140,3,0,0,0,support,high,64867
0.68,0.97,3,174,2,0,0,0,support,low,11871
0.7,0.76,4,173,2,0,0,0,support,medium,64872
0.9,0.73,2,203,4,0,0,0,support,medium,64883
0.94,0.95,5,170,3,0,0,0,support,medium,64891
0.8,0.86,3,203,3,0,0,0,support,medium,18275
0.59,0.53,5,169,3,0,0,0,technical,low,18685
0.43,0.96,3,109,6,0,0,0,technical,low,64904
0.7,0.54,5,263,3,0,0,0,technical,low,64930
0.51,0.62,4,185,3,0,0,0,management,low,64932
0.12,0.49,4,191,5,0,0,0,IT,low,64934
0.14,0.56,5,259,4,1,0,0,IT,low,64942
0.86,0.91,4,253,3,0,0,0,IT,low,64943
0.97,0.5,3,216,3,0,0,0,IT,low,64946
1,0.86,2,264,3,0,0,0,IT,medium,64956
0.49,0.63,3,181,3,1,0,0,product_mng,medium,64960
0.9,0.93,3,209,3,0,0,0,product_mng,medium,64961
0.82,0.89,4,239,2,0,0,0,product_mng,medium,64972
0.59,0.48,3,197,3,0,0,0,product_mng,medium,64974
0.97,0.57,4,150,2,0,0,0,IT,medium,19300
